longitude,latitude,east_velocity,north_velocity,up_velocity,east_velocity_std,north_velocity_std,up_velocity_std
-117.31097735840001,33.1353878216,-27.08,28.18,-1.03,0.16999999999999998,0.18999999999999997,0.54
-120.3860415696,38.034177210799996,-9.54,8.28,0.97,0.12,0.13999999999999999,0.9400000000000001
-120.3860415282,38.0341772369,-9.54,8.28,0.97,0.12,0.13999999999999999,0.9400000000000001
-120.3860415211,38.0341773553,-9.54,8.28,0.97,0.12,0.13999999999999999,0.9400000000000001
-120.3860415321,38.0341773737,-9.54,8.28,0.97,0.12,0.13999999999999999,0.9400000000000001
-118.411427038,34.353182280300004,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-118.41142709229999,34.353182214499995,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-118.41142698339999,34.353182128600004,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-118.411426971,34.353182116300005,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-118.41142698139998,34.3531821132,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-118.41142703450001,34.3531821492,-24.56,24.419999999999998,-0.73,0.29,0.5099999999999999,1.15
-117.6089218141,33.857634649,-23.099999999999998,25.230000000000004,-0.22,0.18000000000000002,0.13,0.58
-117.60892187639999,33.8576346372,-23.099999999999998,25.230000000000004,-0.22,0.18000000000000002,0.13,0.58
-115.12334623560002,32.863464917399995,-1.1199999999999999,2.0,-2.0100000000000002,0.26,0.25,0.82
-115.72850122970002,32.8505142662,-16.909999999999997,24.299999999999997,-4.59,1.1900000000000002,0.55,2.27
-119.87952838459998,34.414910323,-29.82,32.739999999999995,1.05,0.16999999999999998,0.48,0.7200000000000001
-119.87952839069999,34.4149103354,-29.82,32.739999999999995,1.05,0.16999999999999998,0.48,0.7200000000000001
-119.87952839189998,34.4149103837,-29.82,32.739999999999995,1.05,0.16999999999999998,0.48,0.7200000000000001
-117.80889089339999,35.9823448164,-5.51,14.58,-4.079999999999999,0.45999999999999996,0.22,0.47000000000000003
-117.80889083259999,35.9823447817,-5.51,14.58,-4.079999999999999,0.45999999999999996,0.22,0.47000000000000003
-117.80889029330001,35.9823447263,-5.51,14.58,-4.079999999999999,0.45999999999999996,0.22,0.47000000000000003
-117.8088902895,35.9823446392,-5.51,14.58,-4.079999999999999,0.45999999999999996,0.22,0.47000000000000003
-116.38689057740001,33.732488629,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-116.3868905686,33.7324884757,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-116.38689056630002,33.7324884708,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-116.3868905841,33.7324884856,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-116.3868905711,33.7324884571,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-116.38689055470002,33.7324884765,-14.66,17.32,-9.25,0.15,0.16999999999999998,0.45999999999999996
-117.5730239564,35.0717358253,-7.4,12.92,-0.16,0.13999999999999999,0.15,0.67
-117.57302399279999,35.0717358242,-7.4,12.92,-0.16,0.13999999999999999,0.15,0.67
-117.57302398819999,35.071735795100004,-7.4,12.92,-0.16,0.13999999999999999,0.15,0.67
-116.56925392009998,36.8076674109,-2.52,1.6199999999999999,0.0,0.1,0.11,0.32
-116.569253919,36.807667407800004,-2.52,1.6199999999999999,0.0,0.1,0.11,0.32
-116.5692539398,36.807667355700005,-2.52,1.6199999999999999,0.0,0.1,0.11,0.32
-120.75075623490002,35.791614862399996,-25.05,33.61,1.53,0.13999999999999999,0.15,0.85
-120.75075674060002,35.7916142818,-25.05,33.61,1.53,0.13999999999999999,0.15,0.85
-120.75075694150001,35.791614340900004,-25.06,33.61,1.53,0.13999999999999999,0.15,0.85
-120.7507569512,35.7916143329,-25.05,33.61,1.53,0.13999999999999999,0.15,0.85
-117.0996842804,34.0390536923,-16.5,18.99,0.6799999999999999,0.16,0.18999999999999997,0.54
-117.0996842189,34.039053919699995,-16.5,18.99,0.6799999999999999,0.16,0.18999999999999997,0.54
-117.0996842227,34.039053838,-16.5,18.99,0.6799999999999999,0.16,0.18999999999999997,0.54
-117.0996842227,34.0390538246,-16.5,18.99,0.6799999999999999,0.16,0.18999999999999997,0.54
-117.09968423110001,34.0390538064,-16.5,18.99,0.6799999999999999,0.16,0.18999999999999997,0.54
-119.72482278310002,35.2420924864,-18.86,19.439999999999998,2.13,0.29,0.29,1.2
-119.724822776,35.2420925288,-18.86,19.439999999999998,2.13,0.29,0.29,1.2
-118.27276869900001,33.823506759699995,-26.55,28.43,0.09000000000000001,0.18999999999999997,0.3,0.73
-118.272768735,33.8235068304,-26.55,28.43,0.09000000000000001,0.18999999999999997,0.3,0.73
-118.27276873240001,33.8235068367,-26.55,28.43,0.09000000000000001,0.18999999999999997,0.3,0.73
-118.2727688032,33.8235068325,-26.55,28.43,0.09000000000000001,0.18999999999999997,0.3,0.73
-115.735042585,33.0698096393,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.73504250319999,33.0698097207,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.7350425201,33.069809715,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.7350425219,33.0698097338,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.73504244540001,33.0698090831,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.73504243970001,33.0698091111,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-115.7350425235,33.0698091269,-12.77,18.169999999999998,0.13999999999999999,0.15,0.16999999999999998,0.35
-119.78481420439999,34.0292630077,-29.480000000000004,34.19,-0.52,0.16999999999999998,0.13,0.43
-119.78481423560001,34.029263021,-29.480000000000004,34.19,-0.52,0.16999999999999998,0.13,0.43
-119.03898342369999,34.1684058123,-28.010000000000005,30.82,-0.12,0.33999999999999997,0.11,0.63
-119.03898349439999,34.1684058216,-28.010000000000005,30.82,-0.12,0.33999999999999997,0.11,0.63
-118.2567198811,33.8614801871,-26.910000000000004,27.97,1.97,0.4,0.15,0.45999999999999996
-118.2567198594,33.861480172,-26.910000000000004,27.97,1.97,0.4,0.15,0.45999999999999996
